CODIGO__MUESTRA,FECHA,NOMBRE DEL PUNTO DE MONITOREO,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,Ammoniacal Nitrogen,BOD5,COD,Chloride,Dissolved Oxygen,Electrical Conductivity,Nitrate,Nitrite,Sulfate,Temperature,Total Suspended Solids,Turbidity,pH
24534,2016-05-05,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.3,,16.0,,6.7,121.2,0.26,,,19.2,5.0,4.8,5.62
24537,2016-05-05,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,0.3,,24.0,,6.6,62.09,0.96,0.1,,19.5,14.0,5.2,7.26
24545,2016-05-09,RCA_SUMAPAZ_TOL_ICONONZO_PLAYA LA [21197030],TOLIMA,ICONONZO,4.19225,-74.500722222,0.3,,72.0,,6.8,19.47,0.05,0.0071,,19.8,24.0,41.0,5.31
24546,2016-05-11,RCA_CHICAMOCHA_BOY_TIBASOSA_SAN RAFAEL [24037190],BOYACÁ,TIBASOSA,5.807611111,-73.01380556,0.61,,44.0,,4.8,285.0,1.9,0.21,,23.1,66.0,75.0,6.9
24547,2016-05-12,RCA_CHICAMOCHA_BOY_SOGAMOSO_PTE.CHAMEZA [24037290],BOYACÁ,SOGAMOSO,5.759888889,-72.90652778,1.6,,54.0,,3.7,484.2,1.8,0.099,,19.6,58.0,56.0,7.01
24548,2016-05-12,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,0.3,,14.0,,6.6,243.9,0.65,0.028,,27.8,120.0,100.0,8.37
24549,2016-05-15,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.3,,26.0,,4.3,74.2,0.56,0.016,,16.3,,19.0,7.29
24550,2016-05-15,RCA_LAGUNILLA_TOL_LERIDA_ESMERALDA LA [21257090],TOLIMA,LÉRIDA,4.890777778,-74.85313889,0.3,,18.0,,2.3,220.5,0.43,0.017,,27.5,20.0,20.0,7.19
24551,2016-05-16,RCA_LAG.DE TOTA_BOY_AQUITANIA_ESCALERAS [35097070],BOYACÁ,TOTA,5.491944444,-72.9385,0.3,,25.0,,7.5,95.18,0.22,0.006,,17.2,8.0,4.4,7.01
24553,2015-05-17,RCA_SALDANA_TOL_SALDANA_PIEDRAS DE COBRE [22057010],TOLIMA,SALDAÑA,3.90865,-75.104,0.3,,21.0,,7.3,106.7,0.21,0.006,,32.4,100.0,73.0,7.72
24554,2016-05-17,RCA_CLARO_CAL_VILLAMARIA_PTE.LA FONDA [23057701],CALDAS,VILLAMARIA,4.870222222,-75.402361111,0.3,,18.0,,7.1,233.8,,,,11.3,6.3,2.0,7.91
24555,2016-05-17,RCA_QDA.SAN ANTONIO_CAL_VILLAMARIA_SAN ANTONIO [26157210],CALDAS,VILLAMARIA,4.886611111,-75.428972222,0.3,,18.0,,7.1,169.2,,,,12.5,6.0,2.2,8.08
24556,2016-05-19,RCA_CLARO_CAL_VILLAMARIA_CLARO [26157060],CALDAS,VILLAMARIA,5.0,-75.55,0.3,,26.0,,7.4,226.6,,,,18.3,5.2,2.0,7.01
24557,2016-05-19,RCA_HACHA_CAQ_FLORENCIA_FLORENCIA [44037060],CAQUETA,FLORENCIA,1.621166667,-75.61922222,,,14.0,,6.2,46.16,,,,23.2,4.5,2.8,7.25
24558,2016-05-19,RCA_MAGDALENA_CUN_PUERTO SALGAR_PTO.SALGAR [23037010],CUNDINAMARCA,PUERTO SALGAR,5.469666667,-74.66216667,0.3,,31.0,,4.6,160.8,1.4,0.1,,30.0,160.0,140.0,7.21
24559,2016-05-20,GUAITARA/ANGASMAYO_NAR_IMUES_PILCUAN [52057010],NARIÑO,IMUÉS,1.021777778,-77.47280556,0.3,,24.0,,7.1,143.2,0.64,0.027,,18.7,7.6,5.3,8.17
24560,2016-05-21,BLANCO_NAR_CUASPUD_CARLOSAMA [52057040],NARIÑO,CUASPUD (CARLOSAMA),0.844166667,-77.68588889,0.3,,16.0,,7.7,295.4,0.39,0.023,,13.0,6.4,4.1,8.28
24561,2016-05-19,RCA_GUARINO_TOL_HONDA_PTE.CARRETERA [23027060],TOLIMA,HONDA,5.289277778,-74.74608333,,,10.0,,4.1,90.64,,,,25.4,8.7,3.8,7.87
24563,2016-05-19,GUAITARA_NAR_EL TAMBO_SAN PEDRO [52057050],NARIÑO,LINARES,1.383,-77.48227778,0.3,,26.0,,7.8,117.8,0.33,0.006,,19.3,65.0,43.0,7.96
24564,2016-05-22,GUAITARA/QDA.DE EL MORRO_NAR_IPIALES_PTE.RUMICHACA [52057100],NARIÑO,IPIALES,0.813786111,-77.66197778,0.3,,11.0,,7.6,232.6,0.34,0.027,,14.6,5.6,3.3,7.66
24567,2016-05-19,RCA_GUAMUES_NAR_PASTO_LA COCHA [47017020],NARIÑO,PASTO,0.989722222,-77.15722222,0.3,,15.0,,7.9,37.4,0.12,0.006,,16.6,4.5,2.0,7.19
24568,2016-05-19,RCA_LAG.GUAMUEZ_NAR_PASTO_SINDAMANOY [47017580],NARIÑO,PASTO,1.135222222,-77.14719444,0.3,,21.0,,6.5,37.7,0.13,0.006,,16.7,4.5,2.0,7.34
24569,2016-05-21,RCA_LA MIEL_ANT_SONSON_SAN MIGUEL [23057140],ANTIOQUIA,SONSÓN,5.731027778,-74.72583333,,,14.0,,5.8,62.61,,,,26.6,15.0,3.8,7.27
24570,2016-05-23,RCA_PASTO_NAR_PASTO_UNIVERSIDAD [52047010],NARIÑO,PASTO,1.234333333,-77.29294444,19.0,,290.0,,,451.0,0.66,0.0067,,17.2,91.0,89.0,6.98
24571,2016-05-22,RCA_PASTO_NAR_PASTO_BOCATOMA CENTENARIO [52047030],NARIÑO,PASTO,1.201388889,-77.24777778,0.3,,29.0,,7.0,39.4,0.32,0.017,,14.5,18.0,4.3,7.42
24572,2016-05-23,RCA_ARIARI_MET_PUERTO RICO_PTO.RICO [32077080],META,PUERTO RICO,2.94,-73.21,,,26.0,,5.5,82.21,,,,26.5,160.0,160.0,6.71
24573,2016-05-25,RCA_GARAGOA_BOY_GARAGOA_CARACOL EL [35077120],BOYACÁ,GARAGOA,5.056861111,-73.39033333,0.3,,58.0,,9.7,67.0,1.2,,,20.7,880.0,590.0,6.69
24576,2016-05-26,RCA_QDA.RINCON_CUN_LA CALERA_QDA.RINCON [35027500],CUNDINAMARCA,LA CALERA,4.664944444,-73.85738889,0.3,,50.0,,7.1,13.17,0.05,0.006,,14.3,4.5,2.7,5.25
24577,2016-05-26,RCA_CALOSTROS_CUN_LA CALERA_CALOSTROS BAJO [35027510],CUNDINAMARCA,LA CALERA,4.6645,-73.863083333,0.3,,25.0,,7.4,28.24,0.12,0.006,,13.08,4.5,3.0,7.51
24578,2016-05-24,GUIZA_NAR_RICAURTE_PIPIGUAY [51027050],NARIÑO,RICAURTE,1.236944444,-78.09722222,0.3,,10.0,,8.3,87.49,0.11,0.006,,21.8,4.5,3.0,7.98
24579,2016-05-23,RCA_GUIZA_NAR_RICAURTE_PILISPI [51027020],NARIÑO,RICAURTE,1.206083333,-77.98513889,0.3,,10.0,,8.0,111.9,0.21,0.006,,21.5,4.5,2.0,8.12
24580,2016-05-24,RCA_PASTO_NAR_EL TAMBO_PROVIDENCIA [52047040],NARIÑO,CHACHAGUÍ,1.431944444,-77.30055556,3.0,,43.0,,7.5,264.0,2.6,0.73,,22.3,56.0,10.0,6.8
24581,2016-05-27,RCA_CALOSTROS_CUN_LA CALERA_BOCATOMA EAAB [35027520],CUNDINAMARCA,LA CALERA,4.661027778,-73.833333333,0.3,,16.0,,7.5,46.8,0.054,0.006,,10.8,4.5,2.0,7.85
24582,2016-05-23,RCA_NEGRO_CUN_PUERTO SALGAR_PTO.LIBRE [23067040],CUNDINAMARCA,PUERTO SALGAR,5.759222222,-74.63175,0.3,,37.0,,5.1,491.9,0.26,0.16,,29.5,330.0,260.0,8.06
24583,2016-05-25,MIRA_NAR_TUMACO_SAN JUAN [51027060],NARIÑO,TUMACO,1.423888889,-78.67027778,0.3,,25.0,,7.5,34.29,0.33,0.006,,24.6,160.0,97.0,7.27
24584,2016-05-25,RCA_NARE_ANT_CARACOLI_CANTERAS [23087210],ANTIOQUIA,PUERTO NARE,6.276083333,-74.67330556,,,14.0,,9.2,52.24,,,,26.1,26.0,31.0,6.79
24585,2016-05-26,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,0.3,,21.0,,7.5,58.28,0.12,0.006,,19.9,100.0,53.0,7.22
24586,2016-05-27,RCA_GUAVIARE_MET_MAPIRIPAN_MAPIRIPAN [32097010],META,MAPIRIPÁN,2.889722222,-72.13011111,,,21.0,,5.7,39.34,,,,26.6,200.0,160.0,6.52
24587,2016-05-29,RCA_GUAVIO_CUN_GACHETA_PTE.REYES [35067330],CUNDINAMARCA,GACHETÁ,4.81775,-73.64261111,0.3,,30.0,,7.7,38.81,0.05,0.006,,19.0,130.0,96.0,6.49
24588,2016-05-29,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,0.3,,84.0,,8.9,56.37,0.38,0.006,,17.2,1270.0,290.0,6.93
24589,2016-05-27,RCA_CAUCA_RIS_LA VIRGINIA_LA VIRGINIA [26177030],RISARALDA,LA VIRGINIA,4.8925,-75.882694444,0.3,,11.0,,5.2,168.8,1.2,0.092,,28.8,130.0,110.0,7.39
24636,2016-05-31,RCA_VAUPES_VAU_MITU_MITU [42077020],VAUPES,MITÚ,1.259806,-70.239167,,,26.0,,5.9,7.2,,,,25.8,4.5,5.2,4.9
24637,2016-05-28,RCA_NEGRO_CUN_GUADUAS_GUADUERO [23067050],CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,0.3,,38.0,,7.2,493.0,0.38,0.096,,26.2,240.0,200.0,6.99
24638,2016-05-30,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,6.6,,14.0,,6.4,397.0,0.25,0.006,,27.0,58.0,52.0,6.08
24639,2016-05-31,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,3.7,,21.0,,7.1,539.0,0.47,0.0076,,23.3,70.0,67.0,6.13
24641,2016-06-01,RCA_CAUCA_VAL_GUADALAJARA DE BUGA_MEDIACANOA [26087140],VALLE DEL CAUCA,GUADALAJARA DE BUGA,3.88961111,-76.34997222,0.75,,42.0,,3.2,165.8,0.73,0.094,,25.0,160.0,240.0,7.12
24642,2016-06-01,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],VICHADA,CUMARIBO,3.993665,-68.333828,,,23.0,,6.1,35.6,,,,27.8,260.0,290.0,6.74
24643,2016-06-01,RCA_SUAZA_HUI_GUADALUPE_PTE.GARCES [21037010],HUILA,ALTAMIRA,2.03,-75.78,0.3,,26.0,,7.1,77.7,0.59,0.012,,22.1,78.0,64.0,7.79
24644,2016-06-02,RCA_INIRIDA_GUAI_INIRIDA_PTO.INIRIDA [31097020],GUAINÍA,INÍRIDA,3.867666667,-67.931694444,,,28.0,,5.5,12.5,,,,27.0,7.5,11.0,5.76
24645,2016-06-02,RCA_YAGUARA_HUI_YAGUARA_HDA.VENECIA [21087080],HUILA,YAGUARÁ,2.64,-75.54,0.3,,18.0,,7.1,131.1,0.5,0.012,,26.3,140.0,170.0,7.89
24647,2016-06-07,RCA_PAEZ_HUI_TESALIA_PAICOL [21057060],HUILA,TESALIA,2.46,-75.76,0.3,,28.0,,7.6,109.5,0.05,0.006,,20.2,50.0,58.0,7.71
24648,2016-06-07,RCA_CAUCA_CAL_NEIRA_IRRA [26167070],CALDAS,NEIRA,5.268305556,-75.66419444,0.3,,34.0,,5.8,171.7,1.3,0.059,,15.4,140.0,140.0,7.7
24649,2016-06-07,RCA_CHINCHINA_CAL_MANIZALES_RETIRO EL [26157020],CALDAS,PALESTINA,5.126777778,-75.67119444,0.35,,36.0,,6.5,280.0,2.7,0.18,,16.6,23.0,19.0,7.79
24652,2016-06-08,RCA_NEIVA_HUI_CAMPOALEGRE_PTE.MULAS [21107020],HUILA,CAMPOALEGRE,2.566388889,-75.37427778,,,24.0,,6.3,152.3,,,,24.7,4.5,2.0,8.26
24660,2016-06-13,RCA_COMBEIMA_TOL_IBAGUE_MONTEZUMA [21217180],TOLIMA,IBAGUÉ,4.4819444,-75.28611111,,,20.0,,8.1,328.1,,,,18.9,4.5,3.5,8.41
24697,2016-06-12,RCA_CARDENILLO_BOY_GUICAN_RITACUBA NEGRO [24037630],BOYACÁ,GUICÁN,6.509055556,-72.3295,,,10.0,,6.8,21.4,,,,8.0,4.5,2.0,4.55
24698,2016-06-12,RCA_CARDENILLO_BOY_GUICAN_PTE.VDA CALVARIO [24037620],BOYACÁ,GUICÁN,6.490361111,-72.407,0.3,,13.0,,6.7,43.0,,,,14.6,55.0,55.0,7.13
24699,2016-06-13,RCA_CARDENILLO_BOY_GUICAN_LAPLAYA CARDENILLO [24037001],BOYACÁ,GUICÁN,6.499555556,-72.37613889,0.3,,11.0,,7.1,55.4,,,,10.0,30.0,32.0,7.19
24700,2016-06-16,RCA_CHULO_BOY_TUTA_PILAS LAS [24037250],BOYACÁ,TUTA,5.666666667,-73.26666667,49.0,,,,,923.8,1.5,0.037,,16.7,83.0,120.0,7.37
24701,2016-06-17,RCA_RECIO_TOL_VENADILLO_NUEVA LA [21257100],TOLIMA,VENADILLO,4.795083333,-74.97194444,0.3,,85.0,,9.2,,0.45,0.006,,22.3,12.0,5.4,8.01
24702,2016-06-17,RCA_CHICAMOCHA_BOY_COVARACHIA_CAPITANEJO [24037390],SANTANDER,CAPITANEJO,6.5124028,-72.692761111,0.3,,23.0,,7.7,196.0,0.48,0.013,,18.2,450.0,490.0,7.99
24703,2016-06-17,RCA_ALGODONAL_NOR_OCANA_LA CABANA [16057030],NORTE DE SANTANDER,OCAÑA,8.197805556,-73.31825,0.3,,16.0,,7.0,111.4,0.44,0.045,,27.8,12.0,10.0,8.05
24704,2016-06-20,RCA_MONIQUIRA_BOY_MONIQUIRA_MONIQUIRA [24017600],BOYACÁ,MONIQUIRÁ,5.878138889,-73.57025,,,22.0,,,242.1,,,,21.1,4.5,6.9,7.64
24708,2016-06-08,RCA_CHULO_BOY_TUTA_PILAS LAS [24037250],BOYACÁ,TUTA,5.666666667,-73.26666667,,,,,0.0,924.0,,,,16.7,,,7.37
24740,2016-06-21,RCA_MAGDALENA_CUN_NARINO_NARINO [21237010],CUNDINAMARCA,NARIÑO,4.387777778,-74.838375,,,39.0,,8.9,154.7,,,,24.7,,140.0,7.46
24741,2016-06-22,RCA_CHICAMOCHA_BOY_PAZ DE RIO_PAZ DE RIO [24037510],BOYACÁ,PAZ DE RIO,5.9877472,-72.744522222,0.46,,33.0,,7.5,189.0,0.39,0.029,,15.5,110.0,105.0,7.44
24742,2016-06-21,RCA_ATRATO_CHO_EL CARMEN_SIETE EL [11027030],CHOCÓ,EL CARMEN,5.862,-76.15205556,0.3,,21.0,,7.4,79.2,1.2,0.006,,20.9,1050.0,1200.0,7.43
24743,2016-06-22,RCA_MINERO_BOY_PAUNA_BORBUR [23127010],BOYACÁ,PAUNA,5.649388889,-74.05502778,0.3,,26.0,,8.3,538.0,0.62,0.006,,31.2,90.0,120.0,7.48
24745,2016-06-24,RCA_CAUCA_BOL_SAN JACINTO DEL CAUCA_LAS VARAS [25027200],BOLÍVAR,SAN JACINTO DEL CAUCA,8.39,-74.56,,,36.0,,5.4,121.0,,,,28.0,670.0,440.0,7.1
24746,2016-06-24,RCA_NECHI_ANT_NECHI_LA ESPERANZA [27037010],ANTIOQUIA,NECHÍ,8.031943889,-74.788805556,,,33.0,,4.6,39.3,,,,27.7,380.0,480.0,6.69
24747,2016-06-24,RCA_CAUCA_ANT_CAUCASIA_LA COQUERA [26247020],ANTIOQUIA,CAUCASIA,7.96,-75.2,,,32.0,,6.0,119.1,,,,27.1,590.0,570.0,7.03
24748,2016-06-28,RCA_META_MET_PUERTO LOPEZ_PTE.LLERAS [35017020],META,PUERTO LÓPEZ,4.103019444,-72.936383333,,,140.0,,6.5,65.4,,,,29.4,2540.0,3200.0,6.93
24756,2016-07-01,RCA_PAMPLONITA_NOR_CHINACOTA_LA DONJUANA [16017020],NORTE DE SANTANDER,CHINÁCOTA,7.687972222,-72.60547222,0.3,,10.0,,9.2,171.3,1.3,0.1,,25.7,37.0,25.0,8.08
24757,2016-07-02,RCA_PAMPLONITA_NOR_CUCUTA_AGUAS CLARAS [16017010],NORTE DE SANTANDER,CÚCUTA,8.233611111,-72.41722222,0.3,,27.0,,5.9,360.1,2.8,0.72,,30.6,86.0,88.0,7.55
24758,2016-07-04,RCA_ZULIA_NOR_DURANIA_SAN JAVIER-PTE.ZULIA [16027001],NORTE DE SANTANDER,DURANIA,7.836388889,-72.65083333,0.3,,10.0,,8.4,108.0,0.16,0.006,,22.7,10.0,7.9,7.57
24759,2016-07-04,RCA_GUEJAR_MET_VISTA HERMOSA_PINALITO [32077070],META,VISTAHERMOSA,2.97548,-73.67673,,,10.0,,6.6,54.0,,,,23.6,180.0,140.0,7.22
24760,2016-07-06,RCA_CABRERA_HUI_COLOMBIA_CARRASPOSO [21147030],HUILA,COLOMBIA,3.327527778,-74.86691667,0.3,,64.0,,,73.9,0.094,0.0063,,21.7,1110.0,710.0,7.14
24761,2016-07-11,RCA_BOGOTA_CUN_VILLAPINZON_PTE.CARRETERA-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.218611,-73.595556,0.3,,10.0,,7.2,12.05,0.075,0.006,,13.8,4.5,2.3,6.63
24762,2016-07-11,RCA_BOGOTA_CUN_VILLAPINZON_SANPEDRO-BOGOTA,CUNDINAMARCA,VILLAPINZÓN,5.194722222,-73.61388889,0.59,,18.0,,6.6,34.4,0.22,0.006,,14.2,7.6,6.0,6.92
24763,2016-07-11,RCA_BOGOTA_CUN_TOCANCIPA_PTE.TULIO BOTERO-BOGOTA,CUNDINAMARCA,TOCANCIPÁ,4.971916667,-73.91613889,0.3,,24.0,,5.6,68.94,0.73,0.018,,16.8,65.0,50.0,6.73
24764,2016-07-10,RCA_MAGDALENA_TOL_NATAGAIMA_ANGOSTURA [21137050],TOLIMA,NATAGAIMA,3.44,-75.12,,,24.0,,6.9,91.52,,,,23.6,65.0,78.0,7.24
24767,2016-07-05,RCA_CASANARE_ARA_CRAVO NORTE_CRAVONORTE [36027050],ARAUCA,CRAVO NORTE,6.295638889,-70.19433333,,,27.0,,5.4,36.98,,,,25.6,400.0,250.0,6.44
24768,2016-07-06,RCA_META_VIC_PUERTO CARRENO_ACEITICO [35257040],VICHADA,PUERTO CARREÑO,6.1835,-68.441556,0.3,,10.0,,5.7,44.39,0.4,0.006,,26.5,240.0,240.0,6.66
24769,2016-07-07,RCA_ORINOCO_VIC_PUERTO CARRENO_PTO.CARRENO [38017010],VICHADA,PUERTO CARREÑO,6.176527778,-67.47958333,0.3,,10.0,,5.7,8.85,0.05,0.006,,27.2,23.0,23.0,6.12
24770,2016-07-11,RCA_HUMEA_CUN_PARATEBUENO_CABLE EL [35057010],CUNDINAMARCA,PARATEBUENO,4.396951,-73.292706,,,10.0,,7.9,64.5,,,,23.6,31.0,24.0,7.61
24771,2016-07-12,RCA_GUAYURIBA_MET_VILLAVICENCIO_PTE.CARRETERA [35027140],META,VILLAVICENCIO,4.04947,-73.76442,,,25.0,,8.2,97.1,,,,18.5,1990.0,1900.0,7.66
24774,2016-07-12,RCA_BOGOTA_CUN_SOACHA_ALICACHIN - EL SALTO [21207120],CUNDINAMARCA,SOACHA,4.544847222,-74.25826944,27.0,,170.0,,0.0,495.8,0.62,0.0068,,18.0,62.0,50.0,6.95
24775,2016-07-12,RCA_BOGOTA_CUN_EL COLEGIO_PTE.CARRETERA LA MESA - MESITAS,CUNDINAMARCA,EL COLEGIO,4.598969,-74.43601,27.0,,200.0,,6.3,493.7,0.77,0.0062,,19.6,81.0,63.0,7.22
24776,2016-07-12,RCA_BOGOTA_CUN_TOCAIMA_PTE.PORTILLO [21207960],CUNDINAMARCA,TOCAIMA,4.454861111,-74.60852778,25.0,,170.0,,4.1,480.6,0.59,0.008,,23.4,99.0,61.0,7.37
24777,2016-07-13,RCA_MAGDALENA_CUN_GIRARDOT_GIRARDOT [21237030],CUNDINAMARCA,GIRARDOT,4.288073,-74.808592,1.8,,28.0,,6.2,112.7,0.3,0.0082,,26.6,140.0,110.0,7.46
24778,2016-07-13,RCA_MAGDALENA_TOL_FLANDES_ISLA DEL AMOR,TOLIMA,FLANDES,4.281944444,-74.77694444,0.3,,26.0,,6.9,84.2,0.31,0.006,,26.0,93.0,120.0,7.52
24779,2016-07-13,RCA_BOGOTA_CUN_GIRARDOT_CAMPINA LA [21209200],CUNDINAMARCA,GIRARDOT,4.304888889,-74.793777778,20.0,,130.0,,1.0,462.0,0.5,0.006,,22.9,140.0,92.0,7.41
24780,2016-07-14,RCA_SUMAPAZ_CUN_RICAURTE_SAN MIGUEL-SUMAPAZ [2119700147],CUNDINAMARCA,RICAURTE,4.248085,-74.744647,0.3,,22.0,,7.5,38.64,0.6,0.006,,22.8,28.0,38.0,7.02
24781,2016-07-14,RCA_SUMAPAZ_TOL_MELGAR_LIMONAR EL [21197150],TOLIMA,MELGAR,4.232555556,-74.62055556,0.3,,18.0,,7.7,34.8,0.57,0.006,,22.2,9.0,14.0,7.32
24782,2016-07-14,RCA_BOGOTA_CUN_COTA_PTE.LA VIRGEN [21208110],CUNDINAMARCA,COTA,4.799322222,-74.09586944,2.5,,58.0,,1.9,204.2,0.29,0.006,,18.4,18.0,20.0,7.07
24783,2016-07-08,RCA_PATIA_NAR_CUMBITARA_PTE.PUSMEO [52077010],NARIÑO,CUMBITARA,1.624055556,-77.47891667,0.3,,24.0,,6.8,80.3,0.27,0.006,,24.8,76.0,74.0,7.28
24784,2016-07-09,RCA_PATIA_NAR_POLICARPA_PTE.GUASCAS [52017010],NARIÑO,POLICARPA,1.594277778,-77.42936111,0.3,,23.0,,7.4,90.9,0.24,0.019,,23.5,79.0,60.0,7.4
24785,2016-07-13,RCA_CABRERA_HUI_VILLAVIEJA_SAN ALFONSO [21147010],HUILA,VILLAVIEJA,3.3705,-75.11416667,0.3,,30.0,,7.1,69.05,0.18,0.006,,22.6,36.0,41.0,8.04
24814,2016-07-14,RCA_LAS CEIBAS_HUI_NEIVA_GUAYABO [21117080],HUILA,NEIVA,2.92,-75.15,0.3,,11.0,,7.3,111.6,0.057,0.006,,23.5,8.4,3.4,8.23
24815,2016-07-15,RCA_MAGDALENA_HUI_NEIVA_PTE.SANTANDER [21097070],HUILA,NEIVA,2.942611111,-75.30852778,,,23.0,,6.1,97.05,,,,24.5,25.0,26.0,7.59
24818,2016-07-19,RCA_COELLO_TOL_SAN LUIS_PAYANDE [21217070],TOLIMA,SAN LUIS,4.3013407,-75.0903693,0.3,,15.0,,5.1,196.4,0.34,0.023,,22.6,120.0,89.0,8.17
24854,2016-07-22,RCA_SALDANA_TOL_SALDANA_PIEDRAS DE COBRE [22057010],TOLIMA,SALDAÑA,3.90865,-75.104,0.3,,28.0,,8.4,58.01,0.19,0.006,,21.3,100.0,110.0,7.18
24855,2016-07-14,RCA_ATRATO_CHO_QUIBDO_QUIBDO [11047020],CHOCÓ,QUIBDÓ,5.697778056,-76.662222222,,,18.0,,6.5,25.0,,,,27.1,120.0,120.0,8.72
24857,2016-07-24,RCA_GUAVIO_CUN_GACHETA_PTE.REYES [35067330],CUNDINAMARCA,GACHETÁ,4.81775,-73.64261111,0.3,,14.0,,7.5,31.8,0.12,0.006,,16.6,26.0,27.0,5.09
24882,2016-07-24,RCA_LAG.GUAMUEZ_NAR_PASTO_SINDAMANOY [47017580],NARIÑO,PASTO,1.135222222,-77.14719444,0.3,,10.0,,5.9,40.3,0.15,0.006,,15.2,4.5,2.0,5.34
24883,2016-07-24,RCA_GUAMUES_NAR_PASTO_LA COCHA [47017020],NARIÑO,PASTO,0.989722222,-77.15722222,0.3,,10.0,,8.4,36.5,0.16,0.006,,15.5,4.5,3.0,7.55
24884,2016-07-26,RCA_UNE_CUN_UNE_CARAZA [35027100],CUNDINAMARCA,UNE,4.428638889,-74.01019444,0.3,,15.0,,7.3,91.5,0.37,0.006,,17.3,13.0,8.7,7.7
24885,2016-07-27,RCA_LENGUAZAQUE_CUN_LENGUAZAQUE_BOQUERON [24017610],CUNDINAMARCA,LENGUAZAQUE,5.32825,-73.69972222,0.3,,25.0,,4.8,71.18,0.73,0.013,,13.6,10.0,14.0,6.61
24886,2016-07-28,RCA_SUBIA_CUN_SILVANIA_SILVANIA [21197110],CUNDINAMARCA,SILVANIA,4.403055556,-74.385305556,0.3,,15.0,,7.1,87.4,1.2,0.012,,18.6,4.5,3.4,7.69
24887,2016-07-25,RCA_PASTO_NAR_PASTO_BOCATOMA CENTENARIO [52047030],NARIÑO,PASTO,1.201388889,-77.24777778,0.3,,80.0,,7.2,35.8,0.82,0.0077,,12.5,370.0,200.0,6.6
24888,2016-07-26,RCA_PASTO_NAR_PASTO_UNIVERSIDAD [52047010],NARIÑO,PASTO,1.234333333,-77.29294444,7.7,,170.0,,5.8,279.0,1.1,0.01,,13.3,120.0,65.0,6.51
24889,2016-07-27,RCA_LEBRIJA_SAN_SABANA DE TORRES_SAN RAFAEL [23197370],SANTANDER,SABANA DE TORRES,7.578055556,-73.56055556,0.3,,19.0,,4.1,218.0,3.2,0.022,,29.5,270.0,300.0,7.66
24890,2016-07-28,RCA_MAGDALENA_BOL_REGIDOR_REGIDOR [25027410],BOLÍVAR,REGIDOR,8.666333333,-73.82080556,0.3,,17.0,,5.2,128.5,0.66,0.006,,31.8,,,7.15
24891,2016-07-27,RCA_PASTO_NAR_EL TAMBO_PROVIDENCIA [52047040],NARIÑO,CHACHAGUÍ,1.431944444,-77.30055556,3.5,,45.0,,8.2,298.0,1.0,0.28,,19.3,48.0,17.0,7.92
24892,2016-07-26,RCA_RUCIO_CUN_UBALA_MUNDONUEVO[35067130],CUNDINAMARCA,UBALÁ,4.852833333,-73.39297222,0.3,,10.0,,6.9,59.3,0.12,0.006,,19.1,19.0,18.0,6.59
24893,2016-07-27,RCA_CHIVOR_CUN_UBALA_UBALA [35067030],CUNDINAMARCA,UBALÁ,4.780222222,-73.49183333,0.3,,88.0,,7.3,48.0,0.73,0.006,,25.0,1380.0,340.0,5.21
24894,2016-07-27,RCA_SINU_COR_MONTERIA_MONTERIA [13067020],CORDOBA,MONTERÍA,8.751611111,-75.89241667,0.3,,24.0,,6.1,125.0,0.8,0.006,,28.6,140.0,170.0,7.68
24895,2016-07-29,RCA_NEGRO_CUN_NIMAIMA_TOBIA [23067060],CUNDINAMARCA,NIMAIMA,5.125305556,-74.44705556,0.3,,10.0,,6.7,377.0,0.095,0.006,,26.2,4.5,2.0,6.03
24896,2016-07-30,RCA_VILLETA_CUN_VILLETA_VILLETA [23067070],CUNDINAMARCA,VILLETA,5.008583333,-74.467111111,0.3,,10.0,,7.2,490.0,0.22,0.011,,22.4,4.5,2.0,5.78
24897,2016-07-30,RCA_NEGRO_CUN_GUADUAS_GUADUERO [23067050],CUNDINAMARCA,GUADUAS,5.192111111,-74.57291667,0.3,,15.0,,7.0,650.0,0.19,0.012,,27.5,6.3,3.4,5.83
