Unnamed: 0,NOMBRE DEL PUNTO DE MONITOREO,LATITUD,LONGITUD,ELEVACIÓN (m.s.n.m.),CORRIENTE,ZONA HIDROGRÁFICA - ZH,SZH - Código (#Área#Zona##Subzona),Nombre Subzona Hidrográfica,DEPARTAMENTO,MUNICIPIO,FECHA,PROPIEDAD OBSERVADA ,*RESULTADO,UNIDAD DEL RESULTADO,PROYECTO,CODIGO__MUESTRA,parameter_std,value_raw,is_censored,value_num,unit_raw
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2012-08-22,CONDUCTIVIDAD ELECTRICA,59.2,µS/cm,Ideam,21733,Electrical Conductivity,59.2,False,59.2,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2012-12-01,CONDUCTIVIDAD ELECTRICA,317,µS/cm,Ideam,22052,Electrical Conductivity,317,False,317.0,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2013-07-14,CONDUCTIVIDAD ELECTRICA,30.3,µS/cm,Ideam,22436,Electrical Conductivity,30.3,False,30.3,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2013-09-29,CONDUCTIVIDAD ELECTRICA,32.5,µS/cm,Ideam,22563,Electrical Conductivity,32.5,False,32.5,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2014-08-09,CONDUCTIVIDAD ELECTRICA,26.7,µS/cm,Ideam,23413,Electrical Conductivity,26.7,False,26.7,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2015-10-21,CONDUCTIVIDAD ELECTRICA,32.7,µS/cm,Ideam,24245,Electrical Conductivity,32.7,False,32.7,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2016-06-01,CONDUCTIVIDAD ELECTRICA,35.6,µS/cm,Ideam,24642,Electrical Conductivity,35.6,False,35.6,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2016-12-06,CONDUCTIVIDAD ELECTRICA,664,µS/cm,Ideam,25458,Electrical Conductivity,664,False,664.0,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2017-06-20,CONDUCTIVIDAD ELECTRICA,30.8,µS/cm,Ideam,26439,Electrical Conductivity,30.8,False,30.8,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2017-10-24,CONDUCTIVIDAD ELECTRICA,43,µS/cm,Ideam,26663,Electrical Conductivity,43,False,43.0,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2018-04-20,CONDUCTIVIDAD ELECTRICA,50.7,µS/cm,Ideam,26916,Electrical Conductivity,50.7,False,50.7,µS/cm
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2005-08-26,DEMANDA QUIMICA DE OXIGENO (DQO),<20,mg O2/L,Ideam,12088,COD,<20,True,20.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2006-08-07,DEMANDA QUIMICA DE OXIGENO (DQO),<20,mg O2/L,Ideam,13726,COD,<20,True,20.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2006-11-22,DEMANDA QUIMICA DE OXIGENO (DQO),<20,mg O2/L,Ideam,14149,COD,<20,True,20.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-03-09,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,14637,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-06-01,DEMANDA QUIMICA DE OXIGENO (DQO),11,mg O2/L,Ideam,15060,COD,11,False,11.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-08-15,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,15277,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-11-24,DEMANDA QUIMICA DE OXIGENO (DQO),100,mg O2/L,Ideam,15716,COD,100,False,100.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-04-10,DEMANDA QUIMICA DE OXIGENO (DQO),13,mg O2/L,Ideam,16151,COD,13,False,13.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-06-30,DEMANDA QUIMICA DE OXIGENO (DQO),16,mg O2/L,Ideam,16467,COD,16,False,16.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-11-30,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,17060,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-03-31,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,17420,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-06-30,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,17737,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-12-01,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,18260,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-06-16,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,18847,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-08-23,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,19111,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-12-08,DEMANDA QUIMICA DE OXIGENO (DQO),18,mg O2/L,Ideam,19639,COD,18,False,18.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-03-16,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,20022,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-05-27,DEMANDA QUIMICA DE OXIGENO (DQO),22,mg O2/L,Ideam,20358,COD,22,False,22.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-11-07,DEMANDA QUIMICA DE OXIGENO (DQO),14,mg O2/L,Ideam,21006,COD,14,False,14.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2012-08-22,DEMANDA QUIMICA DE OXIGENO (DQO),15,mg O2/L,Ideam,21733,COD,15,False,15.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2012-12-01,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,22052,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2013-07-14,DEMANDA QUIMICA DE OXIGENO (DQO),12,mg O2/L,Ideam,22436,COD,12,False,12.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2013-09-29,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,22563,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2014-08-09,DEMANDA QUIMICA DE OXIGENO (DQO),14,mg O2/L,Ideam,23413,COD,14,False,14.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2015-10-21,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,24245,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2016-06-01,DEMANDA QUIMICA DE OXIGENO (DQO),23,mg O2/L,Ideam,24642,COD,23,False,23.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2016-12-06,DEMANDA QUIMICA DE OXIGENO (DQO),40,mg O2/L,Ideam,25458,COD,40,False,40.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2017-06-20,DEMANDA QUIMICA DE OXIGENO (DQO),<10,mg O2/L,Ideam,26439,COD,<10,True,10.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2017-10-24,DEMANDA QUIMICA DE OXIGENO (DQO),12,mg O2/L,Ideam,26663,COD,12,False,12.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2005-08-26,OXIGENO DISUELTO (OD),6.8,mg O2/L,Ideam,12088,Dissolved Oxygen,6.8,False,6.8,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2006-08-07,OXIGENO DISUELTO (OD),6,mg O2/L,Ideam,13726,Dissolved Oxygen,6,False,6.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2006-11-22,OXIGENO DISUELTO (OD),5.9,mg O2/L,Ideam,14149,Dissolved Oxygen,5.9,False,5.9,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-03-09,OXIGENO DISUELTO (OD),6.2,mg O2/L,Ideam,14637,Dissolved Oxygen,6.2,False,6.2,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-06-01,OXIGENO DISUELTO (OD),6.2,mg O2/L,Ideam,15060,Dissolved Oxygen,6.2,False,6.2,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-08-15,OXIGENO DISUELTO (OD),6,mg O2/L,Ideam,15277,Dissolved Oxygen,6,False,6.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-11-24,OXIGENO DISUELTO (OD),6.5,mg O2/L,Ideam,15716,Dissolved Oxygen,6.5,False,6.5,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-04-10,OXIGENO DISUELTO (OD),6.2,mg O2/L,Ideam,16151,Dissolved Oxygen,6.2,False,6.2,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-06-30,OXIGENO DISUELTO (OD),5.5,mg O2/L,Ideam,16467,Dissolved Oxygen,5.5,False,5.5,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-11-30,OXIGENO DISUELTO (OD),6.3,mg O2/L,Ideam,17060,Dissolved Oxygen,6.3,False,6.3,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-03-31,OXIGENO DISUELTO (OD),5.5,mg O2/L,Ideam,17420,Dissolved Oxygen,5.5,False,5.5,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-06-30,OXIGENO DISUELTO (OD),6.2,mg O2/L,Ideam,17737,Dissolved Oxygen,6.2,False,6.2,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-12-01,OXIGENO DISUELTO (OD),6.5,mg O2/L,Ideam,18260,Dissolved Oxygen,6.5,False,6.5,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-06-16,OXIGENO DISUELTO (OD),5.9,mg O2/L,Ideam,18847,Dissolved Oxygen,5.9,False,5.9,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-08-23,OXIGENO DISUELTO (OD),4,mg O2/L,Ideam,19111,Dissolved Oxygen,4,False,4.0,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-12-08,OXIGENO DISUELTO (OD),6.7,mg O2/L,Ideam,19639,Dissolved Oxygen,6.7,False,6.7,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-03-16,OXIGENO DISUELTO (OD),6.5,mg O2/L,Ideam,20022,Dissolved Oxygen,6.5,False,6.5,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-05-27,OXIGENO DISUELTO (OD),5.6,mg O2/L,Ideam,20358,Dissolved Oxygen,5.6,False,5.6,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-11-07,OXIGENO DISUELTO (OD),6.1,mg O2/L,Ideam,21006,Dissolved Oxygen,6.1,False,6.1,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2012-08-22,OXIGENO DISUELTO (OD),4.7,mg O2/L,Ideam,21733,Dissolved Oxygen,4.7,False,4.7,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2012-12-01,OXIGENO DISUELTO (OD),6.1,mg O2/L,Ideam,22052,Dissolved Oxygen,6.1,False,6.1,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2013-07-14,OXIGENO DISUELTO (OD),6.5,mg O2/L,Ideam,22436,Dissolved Oxygen,6.5,False,6.5,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2013-09-29,OXIGENO DISUELTO (OD),3.7,mg O2/L,Ideam,22563,Dissolved Oxygen,3.7,False,3.7,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2014-08-09,OXIGENO DISUELTO (OD),4.9,mg O2/L,Ideam,23413,Dissolved Oxygen,4.9,False,4.9,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2015-10-21,OXIGENO DISUELTO (OD),4.1,mg O2/L,Ideam,24245,Dissolved Oxygen,4.1,False,4.1,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2016-06-01,OXIGENO DISUELTO (OD),6.1,mg O2/L,Ideam,24642,Dissolved Oxygen,6.1,False,6.1,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2016-12-06,OXIGENO DISUELTO (OD),5.3,mg O2/L,Ideam,25458,Dissolved Oxygen,5.3,False,5.3,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2017-06-20,OXIGENO DISUELTO (OD),5.1,mg O2/L,Ideam,26439,Dissolved Oxygen,5.1,False,5.1,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2017-10-24,OXIGENO DISUELTO (OD),6.3,mg O2/L,Ideam,26663,Dissolved Oxygen,6.3,False,6.3,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2018-04-20,OXIGENO DISUELTO (OD),5.5,mg O2/L,Ideam,26916,Dissolved Oxygen,5.5,False,5.5,mg O2/L
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2005-08-26,pH,7.1,Unidades de pH,Ideam,12088,pH,7.1,False,7.1,Unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2006-08-07,pH,6.41,Unidades de pH,Ideam,13726,pH,6.41,False,6.41,Unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2006-11-22,pH,6.46,Unidades de pH,Ideam,14149,pH,6.46,False,6.46,Unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-03-09,pH,7.15,Unidades de pH,Ideam,14637,pH,7.15,False,7.15,Unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-06-01,pH,6.56,Unidades de pH,Ideam,15060,pH,6.56,False,6.56,Unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-08-15,pH,6.15,Unidades de pH,Ideam,15277,pH,6.15,False,6.15,Unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2007-11-24,pH,6.11,Unidades de pH,Ideam,15716,pH,6.11,False,6.11,Unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-04-10,pH,7.14,unidades de pH,Ideam,16151,pH,7.14,False,7.14,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-06-30,pH,6.4,unidades de pH,Ideam,16467,pH,6.4,False,6.4,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2008-11-30,pH,7.14,unidades de pH,Ideam,17060,pH,7.14,False,7.14,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-03-31,pH,7.14,unidades de pH,Ideam,17420,pH,7.14,False,7.14,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-06-30,pH,7.21,unidades de pH,Ideam,17737,pH,7.21,False,7.21,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2009-12-01,pH,6.84,unidades de pH,Ideam,18260,pH,6.84,False,6.84,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-06-16,pH,6.73,unidades de pH,Ideam,18847,pH,6.73,False,6.73,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-08-23,pH,6.24,unidades de pH,Ideam,19111,pH,6.24,False,6.24,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2010-12-08,pH,6.91,unidades de pH,Ideam,19639,pH,6.91,False,6.91,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-03-16,pH,7.13,unidades de pH,Ideam,20022,pH,7.13,False,7.13,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-05-27,pH,6.66,unidades de pH,Ideam,20358,pH,6.66,False,6.66,unidades de pH
,RCA_GUAVIARE_VIC_CUMARIBO_CEJAL [32207010],3.993665,-68.333828,93,GUAVIARE,Guaviare,3214,Bajo Guaviare,VICHADA,CUMARIBO,2011-11-07,pH,6.5,unidades de pH,Ideam,21006,pH,6.5,False,6.5,unidades de pH
